CurrentVR2WStatus,Receiver,Model,Map_Version,Transmitter,Tag_ID,StationName,Latitude,Longitude,River,Subsystem,RKM,Depth_ft,Rig,Battery_ch,Deployed,Deploy_Time,Retrieval_Date,Retrieval_Time,Project,VR2Owner,Launch,Hobo,Notes,
DEPLOYED,132348,VR2W,115,NA,NA,PRE_MSC_Bayou_Castille,30.47476,-88.64944,PR,PRE,18.01620157,,Tree,Jun,3/8/2022,12:39,3/8/2022,12:37,Loan/Prj2,FWS-Loan,Ingalls/Indian Point,NA,Receiver downloaded. Data entered by ERH,
DEPLOYED,132348,VR2W,115,NA,NA,PRE_MSC_Bayou_Castille,30.47476,-88.64944,PR,PRE,18.01620157,,Tree,Jun,3/8/2022,12:52,3/8/2022,12:49,Loan/Prj2,FWS-Loan,Ingalls/Indian Point,NA,Receiver downloaded. Data entered by ERH,
DEPLOYED,132346,VR2W,115,NA,NA,PRE_MSC_Bluff_Creek,30.47615,-88.66589,PR,PRE,20.24030184,,Tree,Jun,9/19/2019,,,,Loan/Prj2,FWS-Loan,Ingalls/Indian Point,NA,,
DEPLOYED,137130,VR2W,115,NA,NA,PRE_NOAATRAIN_E,30.36847,-88.56361,PR,PRE,0,23.6,Hang cable,Oct,10/22/2021,,,,Oyster,EMEL,Ingalls/ Point Park,NA,time in: 1639,
DEPLOYED,137139,VR2W,115,NA,NA,PRE_NOAATRAIN_W,30.36895,-88.56399,PR,PRE,0,20,Hang cable,Oct,12/16/2021,1311,,,Oyster,EMEL,Ingalls/ Point Park,NA,,
SHELVED,136378,VR2W,115,NA,NA,PRE_Old_Place,30.3829,-88.6097,PR,PRE,0.650340994,11.5,Bridge,Oct,11/6/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"Cable on 90 bridge, grapple, 4th piling, right of double",
MISSING,136380,VR2W,,NA,NA,PRE_Pascagoula_Bay_C,30.34702,-88.6175,PR,PRE,0,3.6,Pole,Oct,10/15/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Missing cage,
SHELVED,136369,VR2W,115,NA,NA,PRE_Pascagoula_Bay_E,30.34742,-88.59355,PR,PRE,0,4.6,Pole,Oct,10/15/2020,,7/27/2021,,Prj2,FWS-Prj2,Ingalls River Park,20692584,"out 10:12, in 11:54, pole broke, cage still on pole underwater; 7/27/2021 KW, AD, EH grappled for cage during Oyster scanning, receiver found at WP28/29? +30.34740 -88.59333",
MISSING,136377,VR2W,,NA,NA,PRE_Pascagoula_Bay_EC,30.33195,-88.6178,PR,PRE,0,5.6,Pole,Oct,10/15/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Missing cage,
MISSING,136384,VR2W,,NA,NA,PRE_Pascagoula_Bay_SE,30.32708,-88.5927,PR,PRE,0,6.1,Pole,Oct,10/15/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Missing cage,
SHELVED,136372,VR2W,115,NA,NA,PRE_Pascagoula_Bay_SW,30.34049,-88.6684,PR,PRE,0,8.2,Pole,Oct,10/15/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"out 9:50, in 11:16; no record of deployment assumed to be the same as all other bay receivers",
MISSING,136371,VR2W,,NA,NA,PRE_Pascagoula_Bay_WC,30.33489,-88.639,PR,PRE,0,7.5,Pole,Oct,10/15/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Missing cage,
SHELVED,136388,VR2W,115,NA,NA,PRE_Pascagoula_Pier,30.33465,-88.53678103,PR,PRE,0,7.2,Pole,Oct,11/11/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"out 8:46, in 12:34",
DEPLOYED,136388,VR2W,115,NA,NA,PRE_Pascagoula_Pier,30.33467,-88.5368,MSS,PRE,0,8.4,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,20692584,Needs HOBO,
MISSING,136379,VR2W,,NA,NA,PRE_Rabbit_E,30.35811,-88.5933,PR,PRE,0,5.1,Pole,Oct,10/15/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Missing cage,
SHELVED,136362,VR2W,115,NA,NA,PRE_Shepard,30.36179,-88.6268,PR,PRE,0,5.1,Pole,Oct,11/11/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"out 11:03, in 10:59",
DEPLOYED,136362,VR2W,115,NA,NA,PRE_Shepard,30.36182,-88.62678,PR,PRE,0,4.3,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,,
DEPLOYED,136362?,VR2W,115,NA,NA,PRE_Shepard,30.36182,-88.62678,PR,PRE,0,4.3,Pole,Oct,3/8/2022,14:57,3/8/2022,14:54,Prj2,FWS-Prj2,Ingalls River Park,NA,Receiver downloaded. Data entered by ERH,
SHELVED,136375,VR2W,115,NA,NA,PRE_Singing_River_Isl_NW,30.33523,-88.5868,PR,PRE,0,3.6,Pole,Oct,10/15/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"out 9:03, in 11:44",
SHELVED,136364,VR2W,115,NA,NA,PRE_Twin_Islands_E,30.36009,-88.605,PR,PRE,0,9.9,Pole,Oct,11/11/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,20692583,"out 10:23, in 10:49",
DEPLOYED,136364,VR2W,115,NA,NA,PRE_Twin_Islands_E,30.36009,-88.605,PR,PRE,0,9.9,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,20692583,,
DEPLOYED,136364,VR2W,115,NA,NA,PRE_Twin_Islands_E,30.36009,-88.605,PR,PRE,0,9.9,Pole,Oct,3/8/2022,15:18,3/8/2022,15:14,Prj2,FWS-Prj2,Ingalls River Park,20692583,Hobo downloaded and receiver downloaded. Data entered by ERH,
DEPLOYED,120614,VR2W,115,NA,NA,PRE_W90BRIDGE_E,30.3824,-88.60716,PR,PRE,0,29.1,4x4,Oct,10/22/2021,,,,Gulfport/teleost,GULFPORT,Ingalls/ Point Park,NA,time in: 1100,
DEPLOYED,136378,VR2W,115,NA,NA,PRE_W90BRIDGE_W,30.38273,-88.6086,PR,PRE,0,27.5,4x4,Oct,10/22/2021,,,,Prj2,FWS-Prj2,Ingalls/ Point Park,NA,time in: 1037,
MISSING,136367,VR2W,,NA,NA,PRE_West_Round_1,30.30421,-88.6065,MSS,PRE,0,8.1,Pole,Oct,10/15/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Missing cage/pole,
MISSING,136368,VR2W,,NA,NA,PRE_West_Round_2,30.3071,-88.6348,MSS,PRE,0,12.4,Pole,Oct,10/15/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Missing cage,
SHELVED,136370,VR2W,115,NA,NA,PRE_West_Round_3,30.31094,-88.66143,PR,PRE,0,12.2,Pole,Oct,10/15/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"out 9:32, in 11:27, pole bent under water with cage on it",
DEPLOYED,137150,VR2W,115,NA,NA,PRE_WTRAIN_E,30.37686,-88.60715,PR,PRE,0,21,Hang cable,Oct,12/16/2021,1115,,,Oyster,EMEL,Ingalls/ Point Park,NA,Cable wrapped around bridge pilings with a seperate receiver cable section hanging down,
DEPLOYED,137160,VR2W,115,NA,NA,PRE_WTRAIN_W,30.37729,-88.60934,PR,PRE,0,23,Hang cable,Oct,12/16/2021,1200,,,Oyster,EMEL,Ingalls/ Point Park,NA,Cable wrapped around bridge pilings with a seperate receiver cable section hanging down,
SHELVED,120604,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120608,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120609,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120610,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120611,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120612,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120614,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120615,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120616,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120617,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120618,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120619,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120620,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,120621,VR2W,,NA,NA,SPARE_GP_RECEIVER,,,,,,,,,,,,,,GULFPORT,,NA,,
SHELVED,138063,VR2W,,,,SPARE_OYSTER,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,138064,VR2W,,,,SPARE_OYSTER,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,138067,VR2W,,,,SPARE_OYSTER,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,138065,VR2W,,,,SPARE_OYSTER,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,138066,VR2W,,,,SPARE_OYSTER,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,487936,VR2Tx,,,,SPARE_OYSTER_tx,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,487935,VR2Tx,,,,SPARE_OYSTER_tx,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,487932,VR2Tx,,,,SPARE_OYSTER_tx,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,487934,VR2Tx,,,,SPARE_OYSTER_tx,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,487933,VR2Tx,,,,SPARE_OYSTER_tx,,,,,,,,,,,,,Oyster,EMEL,,,,
SHELVED,136157,VR2W,115,NA,NA,ST_Bridgeport,31.84645,-90.09093,PE,PE,393.0801463,,Tree,NA,2/4/2021,,8/20/2021,,Prj1,FWS-Prj1,Walk,NA,"Park upstream N side of bridge before crossing as you approach from N, walk under bridge upsttream along high bluff bank, hogs, across/ downstream slightly of old creepy wooden cottage, on right bank single cypress, no weight",
DEPLOYED,136157,VR2W,115,NA,NA,ST_Bridgeport,31.8495,-90.12732,PE,PE,393.0801463,,Tree,Mar,3/3/2022,16:42,,,Prj1,FWS-Prj1,Georgetown,NA,Not same tree as last year. Placed on tree from old ST_Mouth position.,
SHELVED,136133,VR2W,115,NA,NA,ST_Mouth,31.84955,-90.12735,PE,PE,386.5351394,,Tree,NA,2/4/2021,,8/20/2021,,Prj1,FWS-Prj1,Georgetown,NA,"No hobo, solo tree on right bank out in channel, 24 in diameter",
DEPLOYED,136133,VR2W,115,NA,NA,ST_Mouth,31.84955,-90.12735,PE,PE,386.5351394,,Tree,NA,3/3/2022,16:28,,,Prj1,FWS-Prj1,Georgetown,20710744,Small tree with lots of vines on top,
BAD,112904,VR2W,,NA,NA,,,,,,,,,,,,,,ShipIsland,ERDC,GCRL,NA,Bad internal clock- needs to be sent into Vemco (Todd is owner),
,,,,,,,,,,,,,,,,,,,,,11 bridge,NA,,
